type,language,license,eventID,rightsHolder,accessRights,institutionCode,datasetName,datasetID,ownerInstitutionCode,countryCode,Municipality,locality,parentEventID,eventDate,verbatimEventDate,day,month,year,enddate,samplingProtocol,eventRemarks,verbatimLongitude,verbatimLatitude,decimalLongitude,decimalLatitude,geodeticDatum
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:TH2:21,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Torhout,TH2,Torhout:T1,10-08-2009,10-08-2009/12-08-2009,10,8,2009,12-08-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2}," 3 °07'33.59""","51 °04'13.84""",3.125833,51.070278,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:TH2:22,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Torhout,TH2,Torhout:T1,24-08-2009,24-08-2009/26-08-2009,24,8,2009,26-08-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2}," 3 °07'33.59""","51 °04'13.84""",3.125833,51.070278,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:TH2:23,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Torhout,TH2,Torhout:T1,7-09-2009,7-09-2009/9-09-2009,7,9,2009,9-09-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2}," 3 °07'33.59""","51 °04'13.84""",3.125833,51.070278,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:TH2:24,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Torhout,TH2,Torhout:T1,21-09-2009,21-09-2009/23-09-2009,21,9,2009,23-09-2009,Gravid traps,{trapNumber:2}," 3 °07'33.59""","51 °04'13.84""",3.125833,51.070278,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:Torhout:TH2:25,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Torhout,TH2,Torhout:T1,5-10-2009,5-10-2009/7-10-2009,5,10,2009,7-10-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2}," 3 °07'33.59""","51 °04'13.84""",3.125833,51.070278,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA1:1,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA1,Maasmechelen:MA1,20-04-2009,20-04-2009/22-04-2009,20,4,2009,22-04-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'8.77"""," 50 °59'42.03""",5.618889,50.995,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA1:10,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA1,Maasmechelen:MA1,24-08-2009,24-08-2009/26-08-2009,24,8,2009,26-08-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},"  5 °37'8.77"""," 50 °59'42.03""",5.618889,50.995,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA1:11,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA1,Maasmechelen:MA1,7-09-2009,7-09-2009/9-09-2009,7,9,2009,9-09-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'8.77"""," 50 °59'42.03""",5.618889,50.995,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA1:12,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA1,Maasmechelen:MA1,21-09-2009,21-09-2009/23-09-2009,21,9,2009,23-09-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'8.77"""," 50 °59'42.03""",5.618889,50.995,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA1:13,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA1,Maasmechelen:MA1,5-10-2009,5-10-2009/7-10-2009,5,10,2009,7-10-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'8.77"""," 50 °59'42.03""",5.618889,50.995,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA1:14,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA1,Maasmechelen:MA1,12-10-2009,12-10-2009/14-10-2009,12,10,2009,14-10-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'8.77"""," 50 °59'42.03""",5.618889,50.995,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA1:2,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA1,Maasmechelen:MA1,4-05-2009,4-05-2009/6-05-2009,4,5,2009,6-05-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'8.77"""," 50 °59'42.03""",5.618889,50.995,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA1:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA1,Maasmechelen:MA1,18-05-2009,18-05-2009/20-05-2009,18,5,2009,20-05-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'8.77"""," 50 °59'42.03""",5.618889,50.995,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA1:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA1,Maasmechelen:MA1,1-06-2009,1-06-2009/3-06-2009,1,6,2009,3-06-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'8.77"""," 50 °59'42.03""",5.618889,50.995,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA1:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA1,Maasmechelen:MA1,15-06-2009,15-06-2009/17-06-2009,15,6,2009,17-06-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'8.77"""," 50 °59'42.03""",5.618889,50.995,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA1:6,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA1,Maasmechelen:MA1,29-06-2009,29-06-2009/1-07-2009,29,6,2009,1-07-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},"  5 °37'8.77"""," 50 °59'42.03""",5.618889,50.995,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA1:7,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA1,Maasmechelen:MA1,13-07-2009,13-07-2009/15-07-2009,13,7,2009,15-07-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'8.77"""," 50 °59'42.03""",5.618889,50.995,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA1:8,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA1,Maasmechelen:MA1,27-07-2009,27-07-2009/29-07-2009,27,7,2009,29-07-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},"  5 °37'8.77"""," 50 °59'42.03""",5.618889,50.995,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA1:9,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA1,Maasmechelen:MA1,10-08-2009,10-08-2009/12-08-2009,10,8,2009,12-08-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'8.77"""," 50 °59'42.03""",5.618889,50.995,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:1,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA2,Maasmechelen:MA2,20-04-2009,20-04-2009/22-04-2009,20,4,2009,22-04-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'10.70""","50 °59'16.51""",5.619444,50.987778,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:10,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA2,Maasmechelen:MA2,24-08-2009,24-08-2009/26-08-2009,24,8,2009,26-08-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'10.70""","50 °59'16.51""",5.619444,50.987778,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:11,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA2,Maasmechelen:MA2,7-09-2009,7-09-2009/9-09-2009,7,9,2009,9-09-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'10.70""","50 °59'16.51""",5.619444,50.987778,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:12,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA2,Maasmechelen:MA2,21-09-2009,21-09-2009/23-09-2009,21,9,2009,23-09-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'10.70""","50 °59'16.51""",5.619444,50.987778,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:13,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA2,Maasmechelen:MA2,5-10-2009,5-10-2009/7-10-2009,5,10,2009,7-10-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'10.70""","50 °59'16.51""",5.619444,50.987778,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:14,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA2,Maasmechelen:MA2,12-10-2009,12-10-2009/14-10-2009,12,10,2009,14-10-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'10.70""","50 °59'16.51""",5.619444,50.987778,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:2,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA2,Maasmechelen:MA2,4-05-2009,4-05-2009/6-05-2009,4,5,2009,6-05-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'10.70""","50 °59'16.51""",5.619444,50.987778,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:3,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA2,Maasmechelen:MA2,18-05-2009,18-05-2009/20-05-2009,18,5,2009,20-05-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'10.70""","50 °59'16.51""",5.619444,50.987778,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:4,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA2,Maasmechelen:MA2,1-06-2009,1-06-2009/3-06-2009,1,6,2009,3-06-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'10.70""","50 °59'16.51""",5.619444,50.987778,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:5,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA2,Maasmechelen:MA2,15-06-2009,15-06-2009/17-06-2009,15,6,2009,17-06-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'10.70""","50 °59'16.51""",5.619444,50.987778,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:6,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA2,Maasmechelen:MA2,29-06-2009,29-06-2009/1-07-2009,29,6,2009,1-07-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'10.70""","50 °59'16.51""",5.619444,50.987778,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:7,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA2,Maasmechelen:MA2,13-07-2009,13-07-2009/15-07-2009,13,7,2009,15-07-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'10.70""","50 °59'16.51""",5.619444,50.987778,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:8,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA2,Maasmechelen:MA2,27-07-2009,27-07-2009/29-07-2009,27,7,2009,29-07-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:1},"  5 °37'10.70""","50 °59'16.51""",5.619444,50.987778,WGS84
event,en,https://creativecommons.org/licenses/by-nc/4.0/,modirisk:maasmechelen:mA2:9,RBINS,http://www.inbo.be/en/norms-for-data-use,RBINS,"MODIRISK:Monitoring of Mosquito Vectors, Longitudinal study",http://ipt.biodiversity.be/resource.do?r=modirisk-longitudinal-culicidae-study,RBINS,BE,Maasmechelen,MA2,Maasmechelen:MA2,10-08-2009,10-08-2009/12-08-2009,10,8,2009,12-08-2009,Mosquito Magnet Liberty Plus (MMLP) ,{trapNumber:2},"  5 °37'10.70""","50 °59'16.51""",5.619444,50.987778,WGS84
