species;year
Culex pipiens;2009
Ochlerotatus geniculatus;2009
Ochlerotatus geniculatus;2009
Culex pipiens;2009
Ochlerotatus geniculatus;2009
Culex pipiens;2009
Culex pipiens;2009
Culex pipiens;2009
Ochlerotatus geniculatus;2009
Ochlerotatus geniculatus;2009
Culex pipiens;2009
Culex pipiens;2009
Culex torrentium;2009
Culex torrentium;2009
Ochlerotatus geniculatus;2009
Ochlerotatus geniculatus;2009
Culex pipiens;2009
Ochlerotatus geniculatus;2009
Ochlerotatus geniculatus;2009
Culex pipiens;2009
Culex pipiens;2009
Ochlerotatus geniculatus;2009
Anopheles claviger;2009
Culex pipiens;2009
Culex pipiens;2009
Anopheles claviger;2009
Culex pipiens;2009
Ochlerotatus geniculatus;2009
Ochlerotatus geniculatus;2009
Anopheles claviger;2009
Culex pipiens;2009
Culex pipiens;2009
Culex pipiens;2009
Culex pipiens;2009
Culex torrentium;2009
Ochlerotatus geniculatus;2009
Anopheles claviger;2009
Culex pipiens;2009
Ochlerotatus geniculatus;2009
Culex pipiens;2009
Culex pipiens;2009
Culex pipiens;2009
Anopheles claviger;2009
Culex pipiens;2009
Ochlerotatus geniculatus;2009
Anopheles claviger;2009
Culex pipiens;2009
Culex pipiens;2009
Culex pipiens;2009
Anopheles claviger;2009
Culex pipiens;2009
Ochlerotatus geniculatus;2009
Anopheles claviger;2009
Culex pipiens;2009
Culex pipiens;2009
Culex pipiens;2009
Ochlerotatus geniculatus;2009
Anopheles claviger;2009
Culex pipiens;2009
Ochlerotatus geniculatus;2009
Anopheles claviger;2009
Culex pipiens;2009
Culex pipiens;2009
Culex pipiens;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Ochlerotatus communis;2009
Ochlerotatus punctor;2009
Ochlerotatus rusticus;2009
Ochlerotatus sticticus;2009
Aedes cinereus/geminus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Ochlerotatus cantans;2009
Ochlerotatus communis;2009
Ochlerotatus geniculatus;2009
Ochlerotatus punctor;2009
Ochlerotatus rusticus;2009
Ochlerotatus sticticus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Ochlerotatus cantans;2009
Ochlerotatus communis;2009
Ochlerotatus punctor;2009
Ochlerotatus rusticus;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Culex pipiens;2009
Ochlerotatus cantans;2009
Ochlerotatus communis;2009
Ochlerotatus rusticus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Ochlerotatus cantans;2009
Anopheles plumbeus;2009
Cocquilletidia richiardii;2009
Culex pipiens;2009
Ochlerotatus cantans;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Ochlerotatus rusticus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Culiseta annulata;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Ochlerotatus cantans;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Cocquilletidia richiardii;2009
Culex pipiens;2009
Ochlerotatus rusticus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Culiseta annulata;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Culex pipiens;2009
Culex pipiens;2009
Culex pipiens;2009
Anopheles claviger;2009
Anopheles plumbeus;2009
Ochlerotatus cantans;2009
Ochlerotatus communis;2009
Ochlerotatus punctor;2009
Ochlerotatus rusticus;2009
Aedes cinereus/geminus;2009
Anopheles plumbeus;2009
Ochlerotatus cantans;2009
Ochlerotatus communis;2009
Ochlerotatus punctor;2009
Ochlerotatus rusticus;2009
Ochlerotatus sticticus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Ochlerotatus cantans;2009
Ochlerotatus communis;2009
Culex pipiens;2009
Aedes cinereus/geminus;2009
Anopheles plumbeus;2009
Ochlerotatus cantans;2009
Ochlerotatus communis;2009
Ochlerotatus punctor;2009
Ochlerotatus rusticus;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Ochlerotatus cantans;2009
Ochlerotatus communis;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Culex pipiens;2009
Culex pipiens;2009
Ochlerotatus cantans;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Ochlerotatus cantans;2009
Ochlerotatus rusticus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Culiseta annulata;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Culiseta annulata;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Culex torrentium;2009
Culiseta annulata;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Culex torrentium;2009
Culiseta annulata;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Culex torrentium;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Culiseta annulata;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Culex pipiens;2009
Culex pipiens;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culiseta annulata;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Culiseta annulata;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Culiseta annulata;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Anopheles plumbeus;2009
Culex pipiens;2009
Culex pipiens;2009
Culex pipiens;2009
Aedes cinereus;1909
Aedes cinereus;1917
Aedes cinereus;1922
Aedes cinereus;1920
Aedes cinereus;1920
Anopheles atroparvus;1941
Anopheles atroparvus;1941
Anopheles atroparvus;1940
Anopheles atroparvus;1940
Anopheles atroparvus;1940
Anopheles claviger;1910
Anopheles claviger;1910
Anopheles claviger;1910
Anopheles claviger;1909
Anopheles claviger;1896
Anopheles claviger;1919
Anopheles claviger;1919
Anopheles claviger;1909
Anopheles claviger;1922
Anopheles maculipennis;1908
Anopheles maculipennis;1923
Anopheles maculipennis;1922
Anopheles maculipennis;1894
Anopheles maculipennis;1894
Anopheles maculipennis;1894
Anopheles maculipennis;1922
Anopheles maculipennis;1894
Anopheles maculipennis;1950
Anopheles maculipennis;1922
Anopheles maculipennis;1922
Anopheles maculipennis;1954
Coquillettidia richiardii;1922
Coquillettidia richiardii;1922
Coquillettidia richiardii;1919
Coquillettidia richiardii;1917
Coquillettidia richiardii;1922
Coquillettidia richiardii;1922
Coquillettidia richiardii;1922
Coquillettidia richiardii;1918
Culex pipiens;1967
Culex pipiens;1892
Culex pipiens;1895
Culex pipiens;1895
Culex pipiens;1917
Culex pipiens;1908
Culex pipiens;1944
Culex pipiens;1896
Culex pipiens;1895
Culex pipiens;1918
Culex pipiens;1894
Culex pipiens;1892
Culex pipiens;1892
Culex pipiens;1893
Culex pipiens;1908
Culex pipiens;1917
Culex pipiens;1913
Culex pipiens;1894
Culex pipiens;1918
Culex pipiens;1895
Culex pipiens;1911
Culex pipiens;1911
Culex pipiens;1936
Culex pipiens;1936
Culex pipiens;1892
Culex pipiens;1917
Culex pipiens;1933
Culex pipiens;1933
Culex pipiens;1894
Culex pipiens;1931
Culex pipiens;1894
Culex pipiens;1892
Culex pipiens;1892
Culex pipiens;1894
Culex pipiens;1893
Culex pipiens;1893
Culex pipiens;1893
Culex pipiens;1911
Culex pipiens;1892
Culex pipiens;1895
Culex pipiens;1896
Culex pipiens;1893
Culex pipiens;1942
Culex pipiens;1896
Culex pipiens;1892
Culex pipiens;1892
Culex pipiens;1894
Culex pipiens;1896
Culex pipiens;1935
Culex pipiens;1892
Culex pipiens;1933
Culex pipiens;1933
Culex pipiens;1911
Culex pipiens;1911
Culex pipiens;1892
Culex pipiens;1894
Culex pipiens;1893
Culex pipiens;1892
Culex pipiens;1894
Culex pipiens;1911
Culex pipiens;1911
Culex pipiens;1893
Culex pipiens;1924
Culex pipiens;1933
Culex pipiens;1933
Culex pipiens;1894
Culex pipiens;1895
Culex pipiens;1892
Culex pipiens;1892
Culex pipiens;1931
Culex pipiens;1892
Culex pipiens;1894
Culex pipiens;1894
Culex pipiens;1894
Culex pipiens;1895
Culex pipiens;1894
Culex pipiens;1918
Culex pipiens;1896
Culex pipiens;1893
Culex pipiens;1892
Culex pipiens;1892
Culex pipiens;1892
Culex pipiens;1935
Culex pipiens;1892
Culex pipiens;1894
Culex pipiens;1894
Culex pipiens;1922
Culex pipiens;1918
Culex pipiens;1892
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1936
Culex pipiens;1936
Culex pipiens;1918
Culex pipiens;1878
Culex pipiens;1878
Culex pipiens;
Culiseta annulata;1923
Culiseta annulata;1917
Culiseta annulata;1917
Culiseta annulata;1908
Culiseta annulata;1910
Culiseta annulata;1896
Culiseta annulata;1894
Culiseta annulata;1913
Culiseta annulata;1943
Culiseta annulata;1911
Culiseta annulata;1892
Culiseta annulata;1903
Culiseta annulata;1895
Culiseta annulata;1953
Culiseta annulata;1911
Culiseta annulata;1896
Culiseta annulata;1916
Culiseta annulata;1911
Culiseta annulata;1896
Culiseta annulata;1932
Culiseta annulata;1923
Culiseta annulata;1903
Culiseta annulata;1913
Culiseta annulata;1896
Culiseta annulata;1935
Culiseta annulata;1894
Culiseta annulata;1894
Culiseta annulata;1951
Culiseta annulata;1933
Culiseta annulata;1894
Culiseta annulata;1896
Culiseta annulata;1917
Culiseta annulata;1896
Culiseta annulata;1918
Culiseta annulata;1895
Culiseta annulata;1935
Culiseta annulata;1922
Culiseta annulata;1892
Culiseta annulata;1918
Culiseta annulata;1894
Culiseta annulata;1911
Culiseta annulata;1918
Culiseta annulata;1892
Culiseta annulata;1909
Culiseta annulata;1909
Culiseta morsitans;1921
Culiseta morsitans;1921
Culiseta morsitans;1921
Culiseta morsitans;1918
Culiseta morsitans;1909
Culiseta morsitans;1920
Culiseta morsitans;1909
Culiseta morsitans;1919
Culiseta morsitans;1903
Culiseta morsitans;1909
Culiseta morsitans;1918
Ochlerotatus annulipes;1910
Ochlerotatus annulipes;1910
Ochlerotatus annulipes;1910
Ochlerotatus annulipes;1910
Ochlerotatus annulipes;1910
Ochlerotatus annulipes;1918
Ochlerotatus annulipes;1918
Ochlerotatus annulipes;1918
Ochlerotatus annulipes;1910
Ochlerotatus cantans;1881
Ochlerotatus cantans;1909
Ochlerotatus cantans;1917
Ochlerotatus cantans;1909
Ochlerotatus cantans;1943
Ochlerotatus cantans;1922
Ochlerotatus cantans;1918
Ochlerotatus communis;1965
Ochlerotatus communis;1965
Ochlerotatus communis;1909
Ochlerotatus detritus;1926
Ochlerotatus geniculatus;1918
Ochlerotatus geniculatus;1918
Ochlerotatus geniculatus;1917
Ochlerotatus geniculatus;1918
Ochlerotatus geniculatus;1918
Ochlerotatus geniculatus;1896
Ochlerotatus geniculatus;1894
Ochlerotatus geniculatus;1911
Ochlerotatus punctor;1918
Ochlerotatus punctor;1910
Ochlerotatus punctor;1921
Ochlerotatus punctor;1881
Ochlerotatus punctor;1909
Ochlerotatus punctor;1918
Ochlerotatus punctor;1922
Ochlerotatus punctor;1918
Ochlerotatus rusticus;1921
Ochlerotatus rusticus;1921
Ochlerotatus rusticus;1903
Ochlerotatus rusticus;1909
Ochlerotatus rusticus;1921
Ochlerotatus rusticus;1921
Ochlerotatus rusticus;1903
Ochlerotatus rusticus;1903
Ochlerotatus rusticus;1902
Ochlerotatus sticticus;1921
Ochlerotatus sticticus;1921
Ochlerotatus sticticus;1922
Ochlerotatus sticticus;1922
Aedes cinereus;1912
Aedes cinereus;1922
Aedes vexans;1942
Anopheles claviger;1931
Anopheles claviger;1946
Anopheles claviger;1934
Anopheles claviger;1943
Anopheles claviger;1932
Anopheles claviger;1942
Anopheles maculipennis;1923
Anopheles maculipennis;1943
Anopheles maculipennis;1942
Anopheles maculipennis;1937
Anopheles maculipennis;1947
Anopheles maculipennis;1922
Coquillettidia richiardii;1926
Coquillettidia richiardii;1933
Coquillettidia richiardii;1933
Coquillettidia richiardii;1951
Culex hortensis;1947
Culex pipiens;1937
Culex pipiens;1943
Culex pipiens;1948
Culex pipiens;1948
Culex pipiens;1955
Culex pipiens;1951
Culex pipiens;1954
Culex pipiens;1937
Culiseta annulata;1943
Culiseta annulata;1935
Culiseta annulata;1951
Culiseta annulata;1937
Culiseta annulata;1945
Culiseta annulata;1951
Culiseta annulata;1926
Culiseta annulata;1945
Culiseta annulata;1951
Culiseta annulata;1948
Culiseta annulata;1955
Culiseta morsitans;1937
Culiseta morsitans;1937
Culiseta morsitans;1937
Culiseta morsitans;1937
Culiseta morsitans;1937
Culiseta morsitans;1937
Culiseta morsitans;1937
Culiseta morsitans;1937
Culiseta morsitans;1937
Culiseta morsitans;1937
Culiseta morsitans;1937
Culiseta morsitans;1937
Culiseta morsitans;1937
Culiseta morsitans;1937
Ochlerotatus annulipes;1937
Ochlerotatus annulipes;1937
Ochlerotatus annulipes;1937
Ochlerotatus annulipes;1939
Ochlerotatus annulipes;1943
Ochlerotatus annulipes;1939
Ochlerotatus annulipes;1937
Ochlerotatus annulipes;1943
Ochlerotatus annulipes;1943
Ochlerotatus annulipes;1937
Ochlerotatus annulipes;1937
Ochlerotatus annulipes;1937
Ochlerotatus cantans;1937
Ochlerotatus cantans;1943
Ochlerotatus cantans;1937
Ochlerotatus cantans;1937
Ochlerotatus cantans;1937
Ochlerotatus cantans;1937
Ochlerotatus cantans;1936
Ochlerotatus cantans;1937
Ochlerotatus cantans;1937
Ochlerotatus cantans;1946
Ochlerotatus cantans;1946
Ochlerotatus cantans;1937
Ochlerotatus cantans;1947
Ochlerotatus cantans;1937
Ochlerotatus cantans;1937
Ochlerotatus cantans;1937
Ochlerotatus caspius;1951
Ochlerotatus caspius;1951
Ochlerotatus communis;1947
Ochlerotatus detritus;1926
Ochlerotatus detritus;1925
Ochlerotatus detritus;1925
Ochlerotatus geniculatus;1955
Ochlerotatus geniculatus;1955
Ochlerotatus geniculatus;1955
Ochlerotatus geniculatus;1952
Ochlerotatus geniculatus;1955
Ochlerotatus geniculatus;1952
Ochlerotatus geniculatus;1955
Ochlerotatus geniculatus;1952
Ochlerotatus geniculatus;1951
Ochlerotatus geniculatus;1947
Ochlerotatus geniculatus;1955
Ochlerotatus geniculatus;1955
Ochlerotatus geniculatus;1958
Ochlerotatus geniculatus;1958
Ochlerotatus geniculatus;1958
Ochlerotatus geniculatus;1950
Ochlerotatus geniculatus;1958
Ochlerotatus geniculatus;1955
Ochlerotatus punctor;1937
Ochlerotatus punctor;1937
Ochlerotatus punctor;1939
Ochlerotatus punctor;1918
Ochlerotatus punctor;1939
Ochlerotatus punctor;1937
Ochlerotatus punctor;1918
Ochlerotatus punctor;1939
Ochlerotatus punctor;1937
Ochlerotatus punctor;1937
Ochlerotatus punctor;1917
Ochlerotatus punctor;1942
Ochlerotatus rusticus;1920
Ochlerotatus rusticus;1920
Ochlerotatus rusticus;1937
Ochlerotatus rusticus;1939
Ochlerotatus rusticus;1937
Ochlerotatus rusticus;1937
Ochlerotatus rusticus;1939
Ochlerotatus rusticus;1939
Ochlerotatus rusticus;1939
Ochlerotatus rusticus;1937
Ochlerotatus rusticus;1937
Ochlerotatus rusticus;1937
Ochlerotatus rusticus;1937
Ochlerotatus rusticus;1937
Ochlerotatus rusticus;1945
Ochlerotatus sticticus;1942
Aedes cinereus;1920
Aedes cinereus;1909
Aedes cinereus;1909
Aedes cinereus;1909
Aedes cinereus;1913
Aedes cinereus;1910
Aedes cinereus;1920
Aedes cinereus;1942
Aedes cinereus;1920
Aedes cinereus;1922
Aedes cinereus;1920
Aedes cinereus;1922
Aedes cinereus;1922
Aedes cinereus;1920
Aedes cinereus;1920
Aedes vexans;1910
Aedes vexans;1941
Aedes vexans;1941
Aedes vexans;1944
Aedes vexans;1942
Aedes vexans;1910
Anopheles atroparvus;1943
Anopheles atroparvus;1943
Anopheles atroparvus;1943
Anopheles claviger;1910
Anopheles claviger;1920
Anopheles claviger;1920
Anopheles claviger;1919
Anopheles claviger;1919
Anopheles claviger;1910
Anopheles claviger;1910
Anopheles claviger;1913
Anopheles claviger;1913
Anopheles claviger;1909
Anopheles claviger;1921
Anopheles claviger;1916
Anopheles claviger;1921
Anopheles claviger;1917
Anopheles claviger;1921
Anopheles claviger;1920
Anopheles claviger;1909
Anopheles claviger;1913
Anopheles claviger;1920
Anopheles maculipennis;1910
Anopheles maculipennis;1920
Anopheles maculipennis;1917
Anopheles maculipennis;1917
Anopheles maculipennis;1909
Anopheles maculipennis;1922
Anopheles maculipennis;1915
Anopheles maculipennis;1924
Anopheles maculipennis;1916
Anopheles maculipennis;1913
Anopheles maculipennis;1913
Anopheles maculipennis;1920
Anopheles maculipennis;1911
Anopheles maculipennis;1909
Anopheles maculipennis;1934
Anopheles maculipennis;1916
Anopheles maculipennis;1942
Anopheles maculipennis;1912
Anopheles maculipennis;1942
Anopheles maculipennis;1942
Anopheles maculipennis;1920
Anopheles maculipennis;1922
Anopheles maculipennis;1910
Anopheles maculipennis;1910
Anopheles plumbeus;1938
Anopheles plumbeus;1946
Anopheles plumbeus;1946
Anopheles plumbeus;1946
Coquillettidia richiardii;1923
Coquillettidia richiardii;1926
Coquillettidia richiardii;1909
Coquillettidia richiardii;1910
Coquillettidia richiardii;1910
Coquillettidia richiardii;1910
Coquillettidia richiardii;1910
Coquillettidia richiardii;1917
Coquillettidia richiardii;1922
Coquillettidia richiardii;1910
Culex pipiens;1943
Culex pipiens;1920
Culex pipiens;1917
Culex pipiens;1917
Culex pipiens;1917
Culex pipiens;1932
Culex pipiens;1921
Culex pipiens;1910
Culex pipiens;1910
Culex pipiens;1920
Culex pipiens;1917
Culex pipiens;1933
Culex pipiens;1933
Culex pipiens;1920
Culex pipiens;1920
Culex pipiens;1942
Culex pipiens;1945
Culex pipiens;1946
Culex pipiens;1917
Culex pipiens;1917
Culex pipiens;1910
Culex pipiens;1910
Culex pipiens;1910
Culex pipiens;1910
Culex pipiens;1917
Culex pipiens;1945
Culex pipiens;1910
Culex pipiens;1920
Culex pipiens;
Culex territans;1918
Culex territans;1918
Culiseta annulata;1944
Culiseta annulata;1923
Culiseta annulata;1923
Culiseta annulata;1931
Culiseta annulata;1917
Culiseta annulata;1931
Culiseta annulata;1919
Culiseta annulata;1919
Culiseta annulata;1917
Culiseta annulata;1921
Culiseta annulata;1921
Culiseta annulata;1921
Culiseta annulata;1920
Culiseta annulata;1921
Culiseta annulata;1910
Culiseta annulata;1910
Culiseta annulata;1921
Culiseta annulata;1916
Culiseta annulata;1910
Culiseta annulata;1909
Culiseta annulata;1909
Culiseta annulata;1917
Culiseta annulata;1917
Culiseta annulata;1909
Culiseta annulata;1910
Culiseta annulata;1910
Culiseta annulata;1917
Culiseta annulata;1921
Culiseta annulata;1917
Culiseta fumipennis;1920
Culiseta fumipennis;1920
Culiseta fumipennis;1914
Culiseta fumipennis;1920
Culiseta morsitans;1921
Culiseta morsitans;1909
Culiseta morsitans;1909
Culiseta morsitans;1909
Culiseta morsitans;1920
Culiseta morsitans;1921
Culiseta morsitans;1921
Culiseta morsitans;1921
Culiseta morsitans;1910
Culiseta morsitans;1910
Culiseta morsitans;1921
Culiseta morsitans;1921
Culiseta morsitans;1921
Culiseta morsitans;1921
Culiseta morsitans;1921
Culiseta morsitans;1921
Culiseta morsitans;1921
Culiseta morsitans;1921
Culiseta morsitans;1909
Culiseta morsitans;1909
Culiseta morsitans;1909
Culiseta morsitans;1909
Ochlerotatus annulipes;1931
Ochlerotatus annulipes;1924
