species;year
Ochlerotatus annulipes;1920
Ochlerotatus annulipes;1913
Ochlerotatus annulipes;1933
Ochlerotatus annulipes;1910
Ochlerotatus annulipes;1921
Ochlerotatus annulipes;1920
Ochlerotatus annulipes;1920
Ochlerotatus annulipes;1917
Ochlerotatus annulipes;1920
Ochlerotatus annulipes;1920
Ochlerotatus annulipes;1922
Ochlerotatus cantans;1917
Ochlerotatus cantans;1909
Ochlerotatus cantans;1909
Ochlerotatus cantans;1909
Ochlerotatus cantans;1921
Ochlerotatus cantans;1921
Ochlerotatus cantans;1921
Ochlerotatus cantans;1909
Ochlerotatus cantans;1913
Ochlerotatus cantans;1921
Ochlerotatus cantans;1909
Ochlerotatus cantans;1909
Ochlerotatus cantans;1921
Ochlerotatus cantans;1910
Ochlerotatus cantans;1909
Ochlerotatus cantans;1917
Ochlerotatus cantans;1920
Ochlerotatus cantans;1921
Ochlerotatus caspius;1909
Ochlerotatus caspius;1925
Ochlerotatus communis;1914
Ochlerotatus communis;1920
Ochlerotatus communis;1912
Ochlerotatus detritus;1921
Ochlerotatus detritus;1925
Ochlerotatus detritus;1921
Ochlerotatus detritus;1921
Ochlerotatus detritus;1925
Ochlerotatus detritus;1925
Ochlerotatus detritus;1921
Ochlerotatus detritus;1921
Ochlerotatus detritus;1921
Ochlerotatus detritus;1921
Ochlerotatus geniculatus;1912
Ochlerotatus geniculatus;1922
Ochlerotatus geniculatus;1910
Ochlerotatus geniculatus;1941
Ochlerotatus geniculatus;1913
Ochlerotatus geniculatus;1941
Ochlerotatus punctor;1929
Ochlerotatus punctor;1920
Ochlerotatus punctor;1921
Ochlerotatus punctor;1921
Ochlerotatus punctor;1921
Ochlerotatus punctor;1909
Ochlerotatus punctor;1921
Ochlerotatus punctor;1920
Ochlerotatus punctor;1920
Ochlerotatus punctor;1921
Ochlerotatus punctor;1921
Ochlerotatus punctor;1921
Ochlerotatus punctor;1921
Ochlerotatus punctor;1921
Ochlerotatus punctor;1921
Ochlerotatus punctor;1910
Ochlerotatus punctor;1921
Ochlerotatus punctor;1921
Ochlerotatus punctor;1922
Ochlerotatus punctor;1909
Ochlerotatus punctor;1917
Ochlerotatus punctor;1921
Ochlerotatus punctor;1921
Ochlerotatus rusticus;1921
Ochlerotatus rusticus;1909
Ochlerotatus rusticus;1920
Ochlerotatus rusticus;1920
Ochlerotatus rusticus;1909
Ochlerotatus rusticus;1909
Ochlerotatus rusticus;1920
Ochlerotatus rusticus;1903
Ochlerotatus rusticus;1919
Ochlerotatus rusticus;1914
Ochlerotatus rusticus;1920
Ochlerotatus rusticus;1920
Ochlerotatus rusticus;1920
Ochlerotatus rusticus;1921
Ochlerotatus sticticus;1921
Ochlerotatus sticticus;1921
Ochlerotatus sticticus;1921
Ochlerotatus sticticus;1921
Ochlerotatus sticticus;1921
Ochlerotatus sticticus;1921
Ochlerotatus sticticus;1921
Ochlerotatus sticticus;1921
Ochlerotatus sticticus;1921
Ochlerotatus sticticus;1921
Aedes cinereus;1926
Aedes cinereus;1922
Aedes cinereus;1953
Aedes cinereus;1922
Aedes cinereus;1922
Aedes cinereus;1922
Aedes cinereus;1946
Aedes cinereus;1922
Aedes cinereus;1922
Aedes cinereus;1922
Aedes cinereus;2006
Aedes cinereus;2006
Aedes cinereus;1922
Aedes cinereus;1948
Aedes cinereus;1948
Aedes cinereus;1922
Aedes cinereus;1922
Aedes cinereus;1934
Aedes cinereus;1934
Aedes cinereus;1926
Aedes cinereus;1945
Aedes cinereus;1945
Aedes cinereus;1926
Aedes cinereus;1929
Aedes cinereus;2006
Aedes cinereus;1953
Aedes cinereus;1942
Aedes cinereus;1942
Aedes cinereus;1942
Aedes cinereus;2006
Aedes cinereus;1953
Aedes cinereus;2006
Aedes cinereus;2006
Aedes cinereus;2006
Aedes vexans;1959
Anopheles claviger;1953
Anopheles claviger;1953
Anopheles claviger;1941
Anopheles claviger;1953
Anopheles claviger;1953
Anopheles claviger;1953
Anopheles claviger;1953
Anopheles claviger;1937
Anopheles claviger;1953
Anopheles claviger;1953
Anopheles claviger;1961
Anopheles claviger;1922
Anopheles claviger;1953
Anopheles claviger;1953
Anopheles claviger;1953
Anopheles claviger;1943
Anopheles claviger;1973
Anopheles claviger;1953
Anopheles claviger;1953
Anopheles claviger;1953
Anopheles claviger;1953
Anopheles claviger;1953
Anopheles claviger;1953
Anopheles claviger;1953
Anopheles claviger;1953
Anopheles maculipennis;1922
Anopheles maculipennis;1917
Anopheles maculipennis;1952
Anopheles maculipennis;1922
Anopheles maculipennis;1922
Anopheles maculipennis;1921
Anopheles maculipennis;1949
Anopheles maculipennis;1942
Anopheles maculipennis;1956
Anopheles maculipennis;1922
Anopheles maculipennis;1922
Anopheles maculipennis;1933
Anopheles maculipennis;1953
Anopheles maculipennis;1923
Anopheles maculipennis;1934
Anopheles maculipennis;1934
Anopheles maculipennis;1947
Anopheles plumbeus;1962
Anopheles plumbeus;1970
Anopheles plumbeus;1950
Anopheles plumbeus;1961
Anopheles plumbeus;1942
Anopheles plumbeus;1971
Anopheles plumbeus;1952
Anopheles plumbeus;1973
Anopheles plumbeus;1971
Anopheles plumbeus;1967
Anopheles plumbeus;1967
Anopheles plumbeus;1943
Anopheles plumbeus;1962
Anopheles plumbeus;1961
Anopheles plumbeus;1962
Anopheles plumbeus;1970
Anopheles plumbeus;1970
Coquillettidia richiardii;1942
Coquillettidia richiardii;1926
Coquillettidia richiardii;1922
Coquillettidia richiardii;1950
Coquillettidia richiardii;1941
Coquillettidia richiardii;1922
Coquillettidia richiardii;1941
Coquillettidia richiardii;1922
Coquillettidia richiardii;1941
Coquillettidia richiardii;1942
Coquillettidia richiardii;1922
Coquillettidia richiardii;1941
Coquillettidia richiardii;1926
Coquillettidia richiardii;1945
Coquillettidia richiardii;1934
Culex pipiens;1951
Culex pipiens;1920
Culex pipiens;1942
Culex pipiens;1926
Culex pipiens;1950
Culex pipiens;1953
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1941
Culex pipiens;1941
Culex pipiens;1937
Culex pipiens;1933
Culex pipiens;1933
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1965
Culex pipiens;1953
Culex pipiens;1953
Culex pipiens;1913
Culex pipiens;1943
Culex pipiens;1943
Culex pipiens;1928
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1960
Culex pipiens;1967
Culex pipiens;1958
Culex pipiens;1935
Culex pipiens;1935
Culex pipiens;1935
Culex pipiens;1919
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1934
Culex pipiens;1941
Culex pipiens;1941
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1948
Culex pipiens;1948
Culex pipiens;1941
Culex pipiens;1960
Culex pipiens;1953
Culex pipiens;1972
Culex pipiens;1940
Culex pipiens;1948
Culex pipiens;1978
Culex pipiens;1978
Culex pipiens;1945
Culex pipiens;1937
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1941
Culex pipiens;1941
Culex pipiens;1941
Culex pipiens;1941
Culex pipiens;1946
Culex pipiens;1972
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1967
Culex pipiens;1967
Culex pipiens;1939
Culex pipiens;1943
Culex pipiens;1921
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1926
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1949
Culex pipiens;1949
Culex pipiens;1950
Culex pipiens;1970
Culex pipiens;1952
Culex pipiens;1926
Culex pipiens;1973
Culex pipiens;1959
Culex pipiens;2006
Culex pipiens;1935
Culex pipiens;1968
Culex pipiens;1959
Culex pipiens;1946
Culex pipiens;1933
Culex pipiens;1936
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1941
Culex pipiens;1933
Culex pipiens;1936
Culex pipiens;1936
Culex pipiens;1936
Culex pipiens;1936
Culex pipiens;1942
Culex pipiens;1941
Culex pipiens;1949
Culex pipiens;1941
Culex pipiens;1973
Culex pipiens;1926
Culex pipiens;1967
Culex pipiens;1942
Culex pipiens;1948
Culex pipiens;1948
Culex pipiens;1948
Culex pipiens;1951
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1938
Culex pipiens;1938
Culex pipiens;1938
Culex pipiens;1938
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1951
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1936
Culex pipiens;1959
Culex pipiens;1942
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1922
Culex pipiens;1945
Culex pipiens;1972
Culex pipiens;2007
Culex pipiens;1941
Culex pipiens;1943
Culex pipiens;1953
Culex pipiens;1942
Culex pipiens;1933
Culex pipiens;1949
Culex pipiens;1949
Culex pipiens;1943
Culex pipiens;1943
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1952
Culex pipiens;1932
Culex pipiens;1951
Culex pipiens;1921
Culex pipiens;1943
Culex pipiens;1943
Culex pipiens;1933
Culex pipiens;1950
Culex pipiens;1933
Culex pipiens;1936
Culex pipiens;1936
Culex pipiens;1936
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1948
Culex pipiens;1948
Culex pipiens;1944
Culex pipiens;1945
Culex pipiens;1920
Culex pipiens;1934
Culex pipiens;1920
Culex pipiens;1935
Culex pipiens;1944
Culex pipiens;1944
Culex pipiens;1944
Culex pipiens;1934
Culex pipiens;1942
Culex pipiens;1948
Culex pipiens;1948
Culex pipiens;1948
Culex pipiens;1948
Culex pipiens;1953
Culex pipiens;1942
Culex pipiens;1943
Culex pipiens;1943
Culex pipiens;1956
Culex pipiens;1972
Culex pipiens;1953
Culex pipiens;1953
Culex pipiens;1942
Culex pipiens;1981
Culex pipiens;1936
Culex pipiens;1944
Culex pipiens;1944
Culex pipiens;1953
Culex pipiens;1943
Culex pipiens;1943
Culex pipiens;1959
Culex pipiens;1959
Culex pipiens;2006
Culex pipiens;2006
Culex pipiens;1944
Culex pipiens;1944
Culex pipiens;1944
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1933
Culex pipiens;1942
Culex pipiens;1935
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1950
Culex pipiens;1920
Culex pipiens;1934
Culex pipiens;1934
Culex pipiens;1973
Culex pipiens;1894
Culex pipiens;1948
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1934
Culex pipiens;1952
Culex pipiens;1937
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1949
Culex pipiens;1949
Culex pipiens;1949
Culex pipiens;1973
Culex pipiens;1913
Culex pipiens;1942
Culex pipiens;1935
Culex pipiens;1935
Culex pipiens;1935
Culex pipiens;1973
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1934
Culex pipiens;1934
Culex pipiens;1953
Culex pipiens;1950
Culex pipiens;1956
Culex pipiens;1934
Culex pipiens;1934
Culex pipiens;1934
Culex pipiens;1934
Culex pipiens;1954
Culex pipiens;1954
Culex pipiens;1942
Culex pipiens;1970
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1970
Culex pipiens;1970
Culex pipiens;1942
Culex pipiens;1942
Culex pipiens;1944
Culex pipiens;1944
Culex pipiens;1944
Culex pipiens;1944
Culex pipiens;1949
Culex pipiens;1949
Culex pipiens;
Culex territans;2006
Culex territans;2006
Culex territans;2006
Culex territans;2006
Culex territans;2006
Culex territans;2006
Culex territans;2006
Culex torrentium;1957
Culiseta annulata;1947
Culiseta annulata;1958
Culiseta annulata;1960
Culiseta annulata;1968
Culiseta annulata;1911
Culiseta annulata;1937
Culiseta annulata;1922
Culiseta annulata;1953
Culiseta annulata;1960
Culiseta annulata;1937
Culiseta annulata;1937
Culiseta annulata;1960
Culiseta annulata;1960
Culiseta annulata;1960
Culiseta annulata;1936
Culiseta annulata;1937
Culiseta annulata;1937
Culiseta annulata;1937
Culiseta annulata;1956
Culiseta annulata;1913
Culiseta annulata;1941
Culiseta annulata;1942
Culiseta annulata;1942
Culiseta annulata;1942
Culiseta annulata;1968
Culiseta annulata;1968
Culiseta annulata;1943
Culiseta annulata;1922
Culiseta annulata;1960
Culiseta annulata;1958
Culiseta annulata;1974
Culiseta annulata;1959
Culiseta annulata;1961
Culiseta annulata;1946
Culiseta annulata;1959
Culiseta annulata;1942
Culiseta annulata;1933
Culiseta annulata;1936
Culiseta annulata;1960
Culiseta annulata;1968
Culiseta annulata;1949
Culiseta annulata;1916
Culiseta annulata;1926
Culiseta annulata;1935
Culiseta annulata;1953
Culiseta annulata;1947
Culiseta annulata;1942
Culiseta annulata;1942
Culiseta annulata;1936
Culiseta annulata;1896
Culiseta annulata;1922
Culiseta annulata;1922
Culiseta annulata;1959
Culiseta annulata;1913
Culiseta annulata;1913
Culiseta annulata;1952
Culiseta annulata;1956
Culiseta annulata;1921
Culiseta annulata;1973
Culiseta annulata;1961
Culiseta annulata;1894
Culiseta annulata;1942
Culiseta annulata;1962
Culiseta annulata;1892
Culiseta annulata;1948
Culiseta annulata;1922
Culiseta annulata;1922
Culiseta annulata;1961
Culiseta annulata;1936
Culiseta annulata;1950
Culiseta annulata;1971
Culiseta annulata;1943
Culiseta annulata;1942
Culiseta annulata;1952
Culiseta annulata;1955
Culiseta annulata;1943
Culiseta annulata;1934
Culiseta annulata;1942
Culiseta annulata;1953
Culiseta annulata;1953
Culiseta annulata;1942
Culiseta annulata;1974
Culiseta annulata;2006
Culiseta annulata;1933
Culiseta annulata;1933
Culiseta annulata;1926
Culiseta annulata;2006
Culiseta annulata;1923
Culiseta annulata;1939
Culiseta annulata;1950
Culiseta annulata;1960
Culiseta annulata;1960
Culiseta annulata;1957
Culiseta annulata;1960
Culiseta annulata;1896
Culiseta annulata;2006
Culiseta annulata;1960
Culiseta annulata;1925
Culiseta annulata;1925
Culiseta annulata;1913
Culiseta annulata;1941
Culiseta annulata;1938
Culiseta annulata;1975
Culiseta annulata;1942
Culiseta annulata;1913
Culiseta annulata;1960
Culiseta morsitans;2006
Culiseta morsitans;2006
Culiseta morsitans;2006
Culiseta morsitans;2006
Culiseta morsitans;2006
Culiseta morsitans;1948
Culiseta morsitans;1948
Culiseta morsitans;2006
Culiseta morsitans;2006
Culiseta morsitans;1942
Culiseta morsitans;1943
Culiseta morsitans;1943
Culiseta morsitans;1936
Culiseta morsitans;1936
Culiseta morsitans;1936
Culiseta morsitans;1943
Culiseta morsitans;1943
Culiseta morsitans;2006
Culiseta morsitans;2006
Culiseta morsitans;2006
Culiseta morsitans;1942
Culiseta morsitans;1920
Culiseta morsitans;1943
Culiseta morsitans;1950
Culiseta morsitans;1950
Culiseta subochrea;1944
Culiseta subochrea;1955
Ochlerotatus annulipes;1956
Ochlerotatus annulipes;1950
Ochlerotatus cantans;2006
Ochlerotatus cantans;2006
Ochlerotatus cantans;1950
Ochlerotatus cantans;2007
Ochlerotatus cantans;2007
Ochlerotatus cantans;2007
Ochlerotatus cantans;1935
Ochlerotatus cantans;2006
Ochlerotatus cantans;2006
Ochlerotatus cantans;1922
Ochlerotatus cantans;1948
Ochlerotatus cantans;1942
Ochlerotatus cantans;1950
Ochlerotatus cantans;1922
Ochlerotatus cantans;1945
Ochlerotatus cantans;1968
Ochlerotatus cantans;2006
Ochlerotatus cantans;1950
Ochlerotatus cantans;1926
Ochlerotatus cantans;1943
Ochlerotatus cantans;2006
Ochlerotatus cantans;1942
Ochlerotatus cantans;1942
Ochlerotatus cantans;1922
Ochlerotatus cantans;2006
Ochlerotatus cantans;2006
Ochlerotatus cantans;1942
Ochlerotatus cantans;1942
Ochlerotatus cantans;1941
Ochlerotatus cantans;2006
Ochlerotatus cantans;2006
Ochlerotatus cantans;2006
Ochlerotatus cantans;1948
Ochlerotatus cantans;2006
Ochlerotatus cantans;1943
Ochlerotatus cantans;1926
Ochlerotatus cantans;2006
Ochlerotatus cantans;1942
Ochlerotatus cantans;1951
Ochlerotatus cantans;2006
Ochlerotatus cantans;2006
Ochlerotatus cantans;2006
Ochlerotatus cantans;2006
Ochlerotatus cantans;2006
Ochlerotatus cantans;1947
Ochlerotatus cantans;1926
Ochlerotatus cantans;2006
Ochlerotatus cantans;2006
Ochlerotatus caspius;1958
Ochlerotatus caspius;1922
Ochlerotatus caspius;1922
Ochlerotatus communis;1920
Ochlerotatus communis;1938
Ochlerotatus communis;1947
Ochlerotatus communis;1943
Ochlerotatus communis;1950
Ochlerotatus communis;1954
Ochlerotatus communis;1918
Ochlerotatus communis;1938
Ochlerotatus communis;1942
Ochlerotatus geniculatus;1942
Ochlerotatus geniculatus;1950
Ochlerotatus geniculatus;1971
Ochlerotatus geniculatus;1918
Ochlerotatus geniculatus;1941
Ochlerotatus geniculatus;1948
Ochlerotatus geniculatus;1943
Ochlerotatus geniculatus;1959
Ochlerotatus geniculatus;1941
Ochlerotatus geniculatus;1943
Ochlerotatus geniculatus;1941
Ochlerotatus geniculatus;1941
Ochlerotatus geniculatus;1942
Ochlerotatus geniculatus;1919
Ochlerotatus geniculatus;1943
Ochlerotatus geniculatus;1943
Ochlerotatus geniculatus;1941
Ochlerotatus geniculatus;1941
Ochlerotatus geniculatus;1941
Ochlerotatus geniculatus;1941
Ochlerotatus geniculatus;1968
Ochlerotatus geniculatus;1973
Ochlerotatus geniculatus;1942
Ochlerotatus geniculatus;1942
Ochlerotatus geniculatus;1941
Ochlerotatus geniculatus;1942
Ochlerotatus geniculatus;2007
Ochlerotatus geniculatus;1936
Ochlerotatus geniculatus;1942
Ochlerotatus geniculatus;1941
Ochlerotatus geniculatus;1941
Ochlerotatus geniculatus;1961
Ochlerotatus geniculatus;1941
Ochlerotatus geniculatus;1941
Ochlerotatus geniculatus;1942
Ochlerotatus geniculatus;1935
Ochlerotatus geniculatus;1922
Ochlerotatus geniculatus;1961
Ochlerotatus geniculatus;1942
Ochlerotatus geniculatus;1970
Ochlerotatus geniculatus;1936
Ochlerotatus geniculatus;1948
Ochlerotatus geniculatus;1933
Ochlerotatus geniculatus;1942
Ochlerotatus geniculatus;1943
Ochlerotatus geniculatus;1943
Ochlerotatus geniculatus;1943
Ochlerotatus geniculatus;1942
Ochlerotatus geniculatus;2006
Ochlerotatus geniculatus;2006
Ochlerotatus geniculatus;1913
Ochlerotatus geniculatus;1951
Ochlerotatus geniculatus;1914
Ochlerotatus geniculatus;1935
Ochlerotatus punctor;1950
Ochlerotatus punctor;1951
Ochlerotatus punctor;1951
Ochlerotatus punctor;1948
Ochlerotatus punctor;1948
Ochlerotatus punctor;1923
Ochlerotatus punctor;1954
Ochlerotatus punctor;1948
Ochlerotatus punctor;1948
Ochlerotatus punctor;1950
Ochlerotatus punctor;1950
Ochlerotatus punctor;1950
Ochlerotatus punctor;1950
Ochlerotatus punctor;1950
Ochlerotatus punctor;1950
Ochlerotatus punctor;2006
Ochlerotatus punctor;1922
Ochlerotatus punctor;1922
Ochlerotatus punctor;1948
Ochlerotatus punctor;1950
Ochlerotatus punctor;1958
Ochlerotatus punctor;1941
Ochlerotatus punctor;1950
Ochlerotatus punctor;1968
Ochlerotatus punctor;1922
Ochlerotatus punctor;1950
Ochlerotatus punctor;1950
Ochlerotatus punctor;1951
Ochlerotatus punctor;1951
Ochlerotatus punctor;1951
Ochlerotatus punctor;1950
Ochlerotatus punctor;1949
Ochlerotatus punctor;1920
Ochlerotatus punctor;1915
Ochlerotatus punctor;1945
Ochlerotatus punctor;1948
Ochlerotatus punctor;1948
Ochlerotatus punctor;1951
Ochlerotatus punctor;1951
Ochlerotatus punctor;1938
Ochlerotatus punctor;1926
Ochlerotatus punctor;1922
Ochlerotatus punctor;1950
Ochlerotatus punctor;1926
Ochlerotatus punctor;1961
Ochlerotatus punctor;1950
Ochlerotatus punctor;1950
Ochlerotatus punctor;1950
Ochlerotatus punctor;1961
Ochlerotatus punctor;1954
Ochlerotatus punctor;1954
Ochlerotatus punctor;1948
Ochlerotatus punctor;1937
Ochlerotatus punctor;1937
Ochlerotatus punctor;1926
Ochlerotatus punctor;1949
Ochlerotatus punctor;1954
Ochlerotatus punctor;1954
Ochlerotatus punctor;1938
Ochlerotatus punctor;1938
Ochlerotatus punctor;1937
Ochlerotatus punctor;1938
Ochlerotatus punctor;1954
Ochlerotatus punctor;1942
Ochlerotatus punctor;1951
Ochlerotatus punctor;1938
Ochlerotatus punctor;1952
Ochlerotatus punctor;1954
Ochlerotatus punctor;1950
Ochlerotatus rusticus;2006
Ochlerotatus rusticus;1941
Ochlerotatus rusticus;1943
Ochlerotatus rusticus;1948
Ochlerotatus rusticus;1951
Ochlerotatus rusticus;1945
Ochlerotatus rusticus;1945
Ochlerotatus rusticus;1948
Ochlerotatus rusticus;2006
Ochlerotatus rusticus;2006
Ochlerotatus rusticus;1937
Ochlerotatus rusticus;2006
Ochlerotatus rusticus;1951
Ochlerotatus rusticus;2006
Ochlerotatus rusticus;1945
Ochlerotatus rusticus;1945
Ochlerotatus rusticus;2006
Ochlerotatus sticticus;1947
Ochlerotatus sticticus;1922
Ochlerotatus sticticus;1937
